class;cap-diameter;cap-shape;cap-surface;cap-color;does-bruise-or-bleed;gill-attachment;gill-spacing;gill-color;stem-height;stem-width;stem-root;stem-surface;stem-color;veil-type;veil-color;has-ring;ring-type;spore-print-color;habitat;season
poisonous;2.84;convex;unknown;red;no;unknown;close;green;2.97;10.56;unknown;unknown;yellow;unknown;unknown;none;none;unknown;woods;autumn
poisonous;5.35;convex;unknown;pink;no;unknown;close;green;3.42;12.75;unknown;unknown;yellow;unknown;unknown;none;none;unknown;woods;autumn
poisonous;5.63;convex;unknown;white;no;unknown;close;green;3.24;12.41;unknown;unknown;yellow;unknown;unknown;none;none;unknown;woods;autumn
poisonous;5.49;convex;unknown;white;no;unknown;close;white;3.5;12.06;unknown;unknown;yellow;unknown;unknown;none;none;unknown;woods;autumn
poisonous;5.93;convex;unknown;pink;no;unknown;close;green;3.51;13.42;unknown;unknown;yellow;unknown;unknown;none;none;unknown;woods;autumn
poisonous;5.07;convex;unknown;pink;no;unknown;close;green;3.8;13.91;unknown;unknown;yellow;unknown;unknown;none;none;unknown;woods;autumn
poisonous;4.93;convex;unknown;pink;no;unknown;close;gray;3.81;12.19;unknown;unknown;yellow;unknown;unknown;none;none;unknown;woods;autumn
poisonous;4.46;convex;unknown;red;no;unknown;close;white;3.33;11.95;unknown;unknown;yellow;unknown;unknown;none;none;unknown;woods;autumn
poisonous;4.86;convex;unknown;white;no;unknown;close;green;3.22;12.24;unknown;unknown;yellow;unknown;unknown;none;none;unknown;woods;autumn
poisonous;5.4;convex;unknown;red;no;unknown;close;green;4.42;13.34;unknown;unknown;yellow;unknown;unknown;none;none;unknown;woods;autumn
poisonous;6.0;convex;unknown;red;no;unknown;close;white;3.94;13.8;unknown;unknown;yellow;unknown;unknown;none;none;unknown;woods;autumn
poisonous;4.57;convex;unknown;pink;no;unknown;close;white;2.68;10.95;unknown;unknown;yellow;unknown;unknown;none;none;unknown;woods;autumn
poisonous;3.97;convex;unknown;pink;no;unknown;close;gray;3.44;11.37;unknown;unknown;yellow;unknown;unknown;none;none;unknown;woods;autumn
poisonous;4.75;convex;unknown;pink;no;unknown;close;green;3.63;11.65;unknown;unknown;yellow;unknown;unknown;none;none;unknown;woods;autumn
poisonous;4.39;convex;unknown;red;no;unknown;close;gray;3.23;12.09;unknown;unknown;yellow;unknown;unknown;none;none;unknown;woods;autumn
poisonous;4.7;convex;unknown;white;no;unknown;close;green;3.26;11.74;unknown;unknown;yellow;unknown;unknown;none;none;unknown;woods;autumn
poisonous;4.32;convex;unknown;white;no;unknown;close;green;3.92;12.1;unknown;unknown;yellow;unknown;unknown;none;none;unknown;woods;autumn
poisonous;4.95;convex;unknown;red;no;unknown;close;green;3.64;12.21;unknown;unknown;yellow;unknown;unknown;none;none;unknown;woods;autumn
poisonous;4.79;convex;unknown;pink;no;unknown;close;green;3.08;12.91;unknown;unknown;yellow;unknown;unknown;none;none;unknown;woods;autumn
poisonous;5.83;convex;unknown;pink;no;unknown;close;white;3.69;12.73;unknown;unknown;yellow;unknown;unknown;none;none;unknown;woods;autumn
poisonous;5.28;convex;unknown;pink;no;unknown;close;gray;4.9;14.35;unknown;unknown;yellow;unknown;unknown;none;none;unknown;woods;autumn
poisonous;5.93;convex;unknown;red;no;unknown;close;green;3.81;13.08;unknown;unknown;yellow;unknown;unknown;none;none;unknown;woods;autumn
poisonous;5.37;convex;unknown;white;no;unknown;close;gray;3.92;13.69;unknown;unknown;yellow;unknown;unknown;none;none;unknown;woods;autumn
poisonous;4.24;convex;unknown;white;no;unknown;close;gray;2.73;11.31;unknown;unknown;yellow;unknown;unknown;none;none;unknown;woods;autumn
poisonous;4.7;convex;unknown;white;no;unknown;close;green;3.35;12.3;unknown;unknown;yellow;unknown;unknown;none;none;unknown;woods;autumn
poisonous;5.74;convex;unknown;white;no;unknown;close;green;3.36;12.65;unknown;unknown;yellow;unknown;unknown;none;none;unknown;woods;autumn
poisonous;4.98;convex;unknown;red;no;unknown;close;green;3.22;12.02;unknown;unknown;yellow;unknown;unknown;none;none;unknown;woods;autumn
poisonous;4.47;convex;unknown;pink;no;unknown;close;white;3.14;11.77;unknown;unknown;yellow;unknown;unknown;none;none;unknown;woods;autumn
poisonous;5.09;convex;unknown;pink;no;unknown;close;white;3.8;13.8;unknown;unknown;yellow;unknown;unknown;none;none;unknown;woods;autumn
poisonous;5.27;convex;unknown;white;no;unknown;close;white;3.59;12.85;unknown;unknown;yellow;unknown;unknown;none;none;unknown;woods;autumn
poisonous;4.78;convex;unknown;red;no;unknown;close;green;4.02;13.44;unknown;unknown;yellow;unknown;unknown;none;none;unknown;woods;autumn
edible;11.36;sunken;smooth;brown;no;adnexed;unknown;brown;6.55;20.99;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;autumn
edible;12.68;sunken;smooth;brown;no;adnexed;unknown;brown;7.01;21.86;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;autumn
edible;13.31;sunken;smooth;yellow;no;adnexed;unknown;brown;8.55;25.07;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;winter
edible;9.77;convex;smooth;purple;no;adnexed;unknown;brown;7.75;24.5;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;summer
edible;11.42;flat;smooth;brown;no;adnexed;unknown;brown;7.43;21.42;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;summer
edible;11.74;convex;smooth;green;no;adnexed;unknown;brown;7.66;26.21;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;autumn
edible;10.64;flat;smooth;yellow;no;adnexed;unknown;brown;8.19;21.9;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;summer
edible;10.2;flat;smooth;purple;no;adnexed;unknown;brown;6.79;22.27;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;summer
edible;12.9;flat;smooth;yellow;no;adnexed;unknown;brown;8.48;24.1;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;autumn
edible;9.53;sunken;smooth;brown;no;adnexed;unknown;brown;7.09;18.05;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;summer
edible;8.69;sunken;smooth;brown;no;adnexed;unknown;brown;6.38;19.47;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;winter
edible;11.95;convex;smooth;purple;no;adnexed;unknown;brown;9.11;24.84;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;winter
edible;10.53;flat;smooth;purple;no;adnexed;unknown;brown;6.18;21.38;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;autumn
edible;10.78;sunken;smooth;brown;no;adnexed;unknown;brown;7.62;24.51;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;winter
edible;9.77;convex;smooth;brown;no;adnexed;unknown;brown;6.53;20.84;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;autumn
edible;8.2;flat;smooth;purple;no;adnexed;unknown;brown;5.34;17.83;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;summer
edible;11.9;sunken;smooth;purple;no;adnexed;unknown;brown;8.79;26.53;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;autumn
edible;10.75;sunken;smooth;yellow;no;adnexed;unknown;brown;7.9;24.51;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;summer
edible;11.09;convex;smooth;purple;no;adnexed;unknown;brown;7.58;24.69;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;autumn
edible;12.11;flat;smooth;yellow;no;adnexed;unknown;brown;8.09;23.93;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;winter
edible;11.97;flat;smooth;purple;no;adnexed;unknown;brown;7.07;23.75;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;autumn
edible;8.78;sunken;smooth;green;no;adnexed;unknown;brown;7.57;21.46;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;winter
edible;10.84;flat;smooth;yellow;no;adnexed;unknown;brown;7.95;24.27;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;winter
edible;12.04;flat;smooth;purple;no;adnexed;unknown;brown;8.07;29.74;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;winter
edible;12.01;convex;smooth;brown;no;adnexed;unknown;brown;7.1;24.88;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;autumn
edible;10.92;convex;smooth;green;no;adnexed;unknown;brown;5.88;25.61;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;autumn
edible;11.95;sunken;smooth;purple;no;adnexed;unknown;brown;7.4;21.77;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;autumn
edible;11.46;flat;smooth;yellow;no;adnexed;unknown;brown;8.26;23.92;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;summer
edible;13.72;convex;smooth;green;no;adnexed;unknown;brown;8.52;25.17;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;winter
edible;10.48;flat;smooth;purple;no;adnexed;unknown;brown;7.59;24.56;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;summer
edible;10.53;convex;smooth;green;no;adnexed;unknown;brown;7.21;21.59;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;winter
edible;11.12;sunken;smooth;brown;no;adnexed;unknown;brown;7.84;24.9;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;autumn
edible;10.3;flat;smooth;yellow;no;adnexed;unknown;brown;5.39;19.98;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;summer
edible;10.24;convex;smooth;yellow;no;adnexed;unknown;brown;7.1;22.63;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;summer
edible;11.55;sunken;smooth;yellow;no;adnexed;unknown;brown;7.37;24.55;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;summer
edible;12.02;convex;smooth;yellow;no;adnexed;unknown;brown;6.14;21.23;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;autumn
edible;11.41;sunken;smooth;purple;no;adnexed;unknown;brown;7.04;24.49;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;winter
edible;11.2;convex;smooth;purple;no;adnexed;unknown;brown;8.92;25.24;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;autumn
edible;10.41;sunken;smooth;yellow;no;adnexed;unknown;brown;7.36;21.3;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;autumn
edible;10.42;sunken;smooth;green;no;adnexed;unknown;brown;5.94;21.81;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;summer
edible;10.4;sunken;smooth;brown;no;adnexed;unknown;brown;5.97;18.8;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;winter
edible;7.7;sunken;smooth;green;no;adnexed;unknown;brown;4.74;18.39;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;winter
edible;7.31;sunken;smooth;yellow;no;adnexed;unknown;brown;8.78;22.49;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;autumn
edible;9.2;sunken;smooth;green;no;adnexed;unknown;brown;7.0;18.02;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;summer
edible;9.22;flat;smooth;green;no;adnexed;unknown;brown;5.85;22.63;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;autumn
edible;8.47;sunken;smooth;yellow;no;adnexed;unknown;brown;7.32;22.46;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;autumn
edible;11.48;flat;smooth;yellow;no;adnexed;unknown;brown;6.76;23.08;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;winter
edible;11.44;sunken;smooth;purple;no;adnexed;unknown;brown;6.53;22.21;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;autumn
edible;9.92;sunken;smooth;purple;no;adnexed;unknown;brown;6.87;20.47;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;winter
edible;10.55;convex;smooth;green;no;adnexed;unknown;brown;5.3;20.83;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;autumn
edible;11.51;flat;smooth;yellow;no;adnexed;unknown;brown;6.62;21.74;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;winter
edible;10.62;convex;smooth;brown;no;adnexed;unknown;brown;6.43;24.76;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;summer
edible;9.91;sunken;smooth;brown;no;adnexed;unknown;brown;6.77;20.76;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;winter
edible;11.8;convex;smooth;green;no;adnexed;unknown;brown;7.87;23.87;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;autumn
edible;11.7;sunken;smooth;green;no;adnexed;unknown;brown;8.86;24.89;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;winter
edible;8.71;flat;smooth;purple;no;adnexed;unknown;brown;5.35;18.77;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;autumn
edible;10.61;convex;smooth;purple;no;adnexed;unknown;brown;6.93;21.93;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;autumn
edible;10.11;flat;smooth;green;no;adnexed;unknown;brown;9.22;25.52;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;autumn
edible;10.58;sunken;smooth;yellow;no;adnexed;unknown;brown;5.27;18.35;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;winter
edible;11.02;sunken;smooth;green;no;adnexed;unknown;brown;6.17;21.05;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;winter
edible;11.86;convex;smooth;green;no;adnexed;unknown;brown;8.37;25.78;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;winter
edible;10.98;sunken;smooth;green;no;adnexed;unknown;brown;8.16;23.53;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;summer
edible;11.91;flat;smooth;yellow;no;adnexed;unknown;brown;7.93;27.08;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;summer
edible;10.57;sunken;smooth;brown;no;adnexed;unknown;brown;5.63;22.57;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;winter
edible;10.44;convex;smooth;purple;no;adnexed;unknown;brown;6.74;21.61;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;autumn
edible;11.98;sunken;smooth;purple;no;adnexed;unknown;brown;7.37;26.88;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;winter
edible;10.34;convex;smooth;purple;no;adnexed;unknown;brown;5.67;21.76;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;summer
edible;11.38;sunken;smooth;green;no;adnexed;unknown;brown;7.08;22.89;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;winter
edible;9.86;sunken;smooth;purple;no;adnexed;unknown;brown;6.64;19.86;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;autumn
edible;11.88;flat;smooth;purple;no;adnexed;unknown;brown;6.36;20.05;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;summer
edible;11.44;convex;smooth;brown;no;adnexed;unknown;brown;5.34;19.64;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;autumn
edible;11.59;convex;smooth;green;no;adnexed;unknown;brown;6.97;20.13;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;winter
edible;13.31;flat;smooth;purple;no;adnexed;unknown;brown;7.19;25.38;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;autumn
edible;12.34;convex;smooth;brown;no;adnexed;unknown;brown;9.2;25.14;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;autumn
edible;11.6;convex;smooth;brown;no;adnexed;unknown;brown;7.32;25.53;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;winter
edible;11.36;convex;smooth;brown;no;adnexed;unknown;brown;6.69;20.68;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;autumn
edible;13.39;flat;smooth;purple;no;adnexed;unknown;brown;7.89;23.36;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;summer
edible;10.25;sunken;smooth;brown;no;adnexed;unknown;brown;7.27;22.42;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;winter
edible;12.47;flat;smooth;purple;no;adnexed;unknown;brown;7.4;20.87;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;autumn
edible;12.73;flat;smooth;yellow;no;adnexed;unknown;brown;8.04;22.77;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;summer
edible;10.74;flat;smooth;brown;no;adnexed;unknown;brown;6.34;23.66;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;winter
edible;9.48;flat;smooth;purple;no;adnexed;unknown;brown;5.97;20.65;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;summer
edible;11.59;flat;smooth;brown;no;adnexed;unknown;brown;8.3;23.67;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;winter
edible;11.85;convex;smooth;brown;no;adnexed;unknown;brown;8.14;24.22;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;autumn
edible;10.36;sunken;smooth;yellow;no;adnexed;unknown;brown;6.12;20.68;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;autumn
edible;8.83;sunken;smooth;green;no;adnexed;unknown;brown;4.77;18.82;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;winter
edible;11.63;sunken;smooth;brown;no;adnexed;unknown;brown;5.61;22.12;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;summer
edible;11.17;convex;smooth;purple;no;adnexed;unknown;brown;7.44;24.68;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;winter
edible;9.79;sunken;smooth;brown;no;adnexed;unknown;brown;5.37;19.91;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;autumn
edible;10.0;flat;smooth;green;no;adnexed;unknown;brown;6.74;19.6;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;summer
edible;7.79;convex;smooth;purple;no;adnexed;unknown;brown;4.94;18.96;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;summer
edible;13.29;sunken;smooth;purple;no;adnexed;unknown;brown;8.82;26.8;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;winter
edible;11.56;flat;smooth;yellow;no;adnexed;unknown;brown;6.94;24.73;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;autumn
edible;11.26;convex;smooth;green;no;adnexed;unknown;brown;7.23;21.4;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;winter
edible;11.07;convex;smooth;purple;no;adnexed;unknown;brown;5.96;18.03;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;winter
edible;10.52;convex;smooth;yellow;no;adnexed;unknown;brown;7.34;23.6;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;winter
edible;10.41;flat;smooth;green;no;adnexed;unknown;brown;6.26;21.22;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;autumn
edible;11.0;convex;smooth;green;no;adnexed;unknown;brown;6.59;20.79;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;summer
edible;12.0;sunken;smooth;purple;no;adnexed;unknown;brown;7.18;22.83;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;autumn
edible;10.67;convex;smooth;green;no;adnexed;unknown;brown;6.68;19.78;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;autumn
edible;10.8;sunken;smooth;yellow;no;adnexed;unknown;brown;6.79;23.76;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;winter
edible;10.47;sunken;smooth;green;no;adnexed;unknown;brown;7.17;21.59;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;summer
edible;10.78;flat;smooth;purple;no;adnexed;unknown;brown;7.02;21.22;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;winter
edible;11.21;flat;smooth;yellow;no;adnexed;unknown;brown;8.53;25.3;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;summer
edible;12.63;convex;smooth;purple;no;adnexed;unknown;brown;9.49;28.69;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;autumn
edible;8.48;convex;smooth;brown;no;adnexed;unknown;brown;5.26;16.56;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;summer
edible;10.26;convex;smooth;green;no;adnexed;unknown;brown;4.51;19.57;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;autumn
edible;10.38;convex;smooth;purple;no;adnexed;unknown;brown;7.49;21.32;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;summer
edible;14.11;flat;smooth;green;no;adnexed;unknown;brown;9.09;26.64;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;winter
edible;11.38;flat;smooth;brown;no;adnexed;unknown;brown;8.74;26.42;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;winter
edible;9.92;sunken;smooth;yellow;no;adnexed;unknown;brown;5.65;18.78;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;autumn
edible;9.22;sunken;smooth;yellow;no;adnexed;unknown;brown;6.99;22.23;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;winter
edible;10.82;convex;smooth;yellow;no;adnexed;unknown;brown;6.29;21.95;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;autumn
edible;12.31;convex;smooth;yellow;no;adnexed;unknown;brown;7.44;22.22;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;winter
edible;9.56;sunken;smooth;yellow;no;adnexed;unknown;brown;7.16;24.24;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;autumn
edible;10.62;flat;smooth;green;no;adnexed;unknown;brown;7.23;23.38;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;summer
edible;10.53;convex;smooth;brown;no;adnexed;unknown;brown;7.7;26.9;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;winter
edible;14.17;sunken;smooth;brown;no;adnexed;unknown;brown;8.8;26.56;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;winter
edible;11.7;sunken;smooth;yellow;no;adnexed;unknown;brown;7.69;23.87;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;winter
edible;13.11;flat;smooth;brown;no;adnexed;unknown;brown;9.29;24.48;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;winter
edible;10.13;sunken;smooth;brown;no;adnexed;unknown;brown;8.47;25.39;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;summer
edible;11.37;sunken;smooth;brown;no;adnexed;unknown;brown;5.4;20.8;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;summer
edible;10.45;flat;smooth;yellow;no;adnexed;unknown;brown;6.34;22.42;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;summer
edible;11.27;sunken;smooth;yellow;no;adnexed;unknown;brown;7.9;24.61;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;winter
edible;11.13;flat;smooth;green;no;adnexed;unknown;brown;6.2;20.92;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;winter
edible;8.62;convex;smooth;purple;no;adnexed;unknown;brown;6.18;19.9;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;winter
edible;9.58;sunken;smooth;purple;no;adnexed;unknown;brown;6.16;21.72;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;autumn
edible;11.93;flat;smooth;yellow;no;adnexed;unknown;brown;8.77;23.31;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;winter
edible;11.6;flat;smooth;purple;no;adnexed;unknown;brown;5.58;22.64;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;autumn
edible;12.06;sunken;smooth;green;no;adnexed;unknown;brown;8.64;26.36;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;winter
edible;10.74;sunken;smooth;purple;no;adnexed;unknown;brown;7.09;24.75;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;autumn
edible;11.92;flat;smooth;green;no;adnexed;unknown;brown;7.59;22.49;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;winter
edible;11.65;flat;smooth;yellow;no;adnexed;unknown;brown;7.64;27.2;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;autumn
edible;7.61;convex;smooth;brown;no;adnexed;unknown;brown;4.17;14.5;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;summer
edible;10.8;sunken;smooth;brown;no;adnexed;unknown;brown;7.61;25.44;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;winter
edible;11.59;flat;smooth;purple;no;adnexed;unknown;brown;6.24;20.31;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;winter
edible;10.41;convex;smooth;yellow;no;adnexed;unknown;brown;7.85;22.2;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;winter
edible;11.22;flat;smooth;green;no;adnexed;unknown;brown;8.53;22.79;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;winter
edible;12.54;sunken;smooth;brown;no;adnexed;unknown;brown;7.2;24.61;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;autumn
edible;9.91;convex;smooth;yellow;no;adnexed;unknown;brown;7.28;22.17;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;summer
edible;10.97;flat;smooth;yellow;no;adnexed;unknown;brown;8.04;21.58;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;summer
edible;13.11;convex;smooth;brown;no;adnexed;unknown;brown;7.82;26.56;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;winter
edible;10.95;flat;smooth;yellow;no;adnexed;unknown;brown;6.62;19.16;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;summer
edible;10.13;convex;smooth;green;no;adnexed;unknown;brown;6.86;19.27;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;autumn
edible;11.24;flat;smooth;green;no;adnexed;unknown;brown;7.71;26.0;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;autumn
edible;10.51;sunken;smooth;green;no;adnexed;unknown;brown;6.76;22.9;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;autumn
edible;11.05;convex;smooth;green;no;adnexed;unknown;brown;7.02;19.85;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;summer
edible;10.02;flat;smooth;brown;no;adnexed;unknown;brown;6.62;20.2;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;winter
edible;11.23;sunken;smooth;green;no;adnexed;unknown;brown;8.08;23.22;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;winter
edible;11.53;convex;smooth;purple;no;adnexed;unknown;brown;5.79;21.23;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;summer
edible;11.09;sunken;smooth;brown;no;adnexed;unknown;brown;6.44;20.58;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;autumn
edible;14.53;sunken;smooth;brown;no;adnexed;unknown;brown;8.54;27.96;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;autumn
edible;11.76;convex;smooth;brown;no;adnexed;unknown;brown;6.08;21.79;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;autumn
edible;11.29;convex;smooth;purple;no;adnexed;unknown;brown;7.95;22.11;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;summer
edible;10.01;flat;smooth;yellow;no;adnexed;unknown;brown;6.77;22.8;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;autumn
edible;10.44;sunken;smooth;brown;no;adnexed;unknown;brown;6.4;22.49;unknown;unknown;pink;unknown;unknown;none;none;unknown;woods;winter
edible;12.44;flat;smooth;brown;no;adnexed;unknown;brown;6.96;21.79;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;summer
edible;9.68;flat;smooth;brown;no;adnexed;unknown;brown;7.17;23.5;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;summer
edible;10.05;convex;smooth;yellow;no;adnexed;unknown;brown;4.87;20.69;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;winter
edible;9.56;sunken;smooth;yellow;no;adnexed;unknown;brown;6.66;24.05;unknown;unknown;white;unknown;unknown;none;none;unknown;woods;autumn
edible;12.4;sunken;smooth;purple;no;adnexed;unknown;brown;5.36;21.1;unknown;unknown;brown;unknown;unknown;none;none;unknown;woods;autumn
